title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
"Taking of Pelham 123, The",tt1111422,2009,F,USA,0,Sony/Columbia Pictures,R,Action,0,2,M,6.4
In the Loop,tt1226774,2009,P,UK,0,IFC,NOT RATED,Comedy,0,5,M,7.5
Il richiamo,tt1463167,2009,P,Argentina,0,N/A,N/A,Drama,1,0,M,6.2
"Men Who Stare at Goats, The",tt1234548,2009,F,USA,0,Overture Films,R,Comedy,0,2,M,6.2
Armored,tt0913354,2009,F,USA,0,Sony/Screen Gems,PG-13,Action,0,1,M,5.7
Opie Gets Laid,tt0446043,2009,P,USA,0,N/A,N/A,Comedy,0,1,M,6.5
Big Font. Large Spacing,tt1479163,2009,P,UK,0,N/A,N/A,Comedy,0,1,M,8.0
"Cry of the Owl, The",tt1034302,2009,F,UK,1,Myriad Pictures,R,Drama,2,1,F,6.0
Little Girl,tt1426371,2009,P,Italy,5,First Run Features,N/A,Drama,0,0,M,7.2
Angels &amp; Demons,tt0808151,2009,F,USA,0,Sony/Columbia Pictures,PG-13,Mystery,0,1,M,6.7
Kaiji: The Ultimate Gambler,tt1309449,2009,F,Japan,0,N/A,N/A,Drama,0,0,M,6.5
"Horde, The",tt1183276,2009,F,France,0,IFC Films,NOT RATED,Action,0,2,M,5.9
Dogtooth,tt1379182,2009,P,Greece,0,Kino International,NOT RATED,Drama,0,0,M,7.3
Cairo Time,tt0896529,2009,P,Canada,0,IFC Films,PG,Drama,0,0,M,6.7
"Private Lives of Pippa Lee, The",tt1134629,2009,P,USA,1,Screen Media Films,R,Comedy,2,0,F,6.4
My Sister&#39;s Keeper,tt1078588,2009,P,USA,2,Warner Bros. Pictures,PG-13,Drama,0,2,M,7.4
Br&uuml;no,tt0889583,2009,F,USA,0,Universal Pictures,R,Comedy,0,3,M,5.8
X-Men Origins: Wolverine,tt0458525,2009,P,USA,0,20th Century Fox,PG-13,Action,0,1,M,6.6
"Maiden Heist, The",tt1107860,2009,F,USA,0,Yari Film Group,PG-13,Comedy,0,1,M,6.1
Dear Lemon Lima,tt1242423,2009,P,USA,1,Phase 4 Films,PG-13,Comedy,0,0,M,6.5
Redline,tt1483797,2009,P,Japan,0,Anchor Bay Entertainment,NOT RATED,Animation,0,0,M,7.5
"Descent: Part 2, The",tt1073105,2009,P,UK,1,Celador Films,R,Adventure,0,2,M,5.8
Solomon Kane,tt0970452,2009,P,Czech Republic,2,Radius-TWC,R,Action,0,1,M,6.1
Chohatsu Daikaiju Gehara,tt3671900,2009,F,Japan,0,N/A,N/A,Horror,0,0,M,7.0
Sorority Row,tt1232783,2009,P,USA,0,Summit Entertainment,R,Horror,0,2,M,5.2
Futurama: Into the Wild Green Yonder,tt1054487,2009,P,USA,0,Fox Home Entertainment,NOT RATED,Animation,0,2,M,7.3
Fruit Fly,tt1326221,2009,P,USA,4,TLA Releasing,N/A,Comedy,0,0,M,5.8
"Young Victoria, The",tt0962736,2009,P,UK,1,Apparition,PG,Biography,0,1,M,7.3
Orphan,tt1148204,2009,P,USA,3,Warner Bros. Pictures,R,Horror,0,2,M,7.0
9,tt0472033,2009,F,USA,0,Focus Features,PG-13,Animation,1,1,M,7.1
Echelon Conspiracy,tt1124039,2009,F,USA,0,AfterDark Films,PG-13,Action,0,3,M,5.8
"Hole, The",tt1085779,2009,P,USA,0,Hole LLC.,PG-13,Adventure,0,1,M,5.7
Exit Through the Gift Shop,tt1587707,2010,F,UK,0,Abarorama,R,Documentary,0,0,M,8.0
"Illusionist, The",tt0775489,2010,F,France,1,Sony Pictures Classics,PG,Animation,0,0,M,7.5
Essential Killing,tt1561768,2010,F,Poland,0,HanWay Films,R,Thriller,0,1,M,6.1
Megamind,tt1001526,2010,F,USA,0,Paramount Studios/DWA,PG,Animation,0,2,M,7.3
"Heavy, The",tt0473364,2010,F,UK,0,Heavy Productions,R,Thriller,0,1,M,5.0
BearCity,tt1426320,2010,F,USA,0,Cinedigm,NOT RATED,Comedy,0,2,M,6.0
Letters to Juliet,tt0892318,2010,P,USA,1,Summit Entertainment,PG,Adventure,0,1,M,6.6
Yogi Bear,tt1302067,2010,F,USA,0,Warner Bros. Pictures,PG,Animation,0,3,M,4.6
Book of Eli,tt1037705,2010,P,USA,0,Warner Bros. Pictures,R,Action,0,1,M,6.9
Majorite opprimee,tt1684911,2010,F,France,1,N/A,N/A,Short,0,0,M,6.9
West Is West,tt1441956,2010,P,UK,0,D Films,N/A,Comedy,0,0,M,6.5
Into Our Own Hands,tt1653853,2010,P,France,0,N/A,TV-G,Documentary,1,0,F,7.3
Restrepo,tt1559549,2010,F,USA,0,National Geographic,R,Documentary,0,0,M,7.5
R U There,tt1443518,2010,F,Netherlands,0,N/A,N/A,Drama,0,0,M,5.5
"Way Back, The",tt1023114,2010,F,USA,0,Newmarket Films LLC,PG-13,Adventure,0,2,M,7.3
Legion,tt1038686,2010,P,USA,1,Screen Gems,R,Action,0,2,M,5.2
Omae Umasou da na,tt1734113,2010,F,Japan,0,N/A,N/A,Animation,0,0,M,7.2
Burlesque,tt1126591,2010,P,USA,2,Sony Pictures/Screen Gems,PG-13,Drama,0,1,M,6.4
Faster,tt1433108,2010,F,USA,0,CBS Films,R,Action,0,2,M,6.5
"Good Witch&#39;s Gift, The",tt1560779,2010,P,Canada,0,Whizbang Films,TV-PG,Drama,0,0,M,7.3
"Clock, The",tt2008009,2010,P,UK,0,N/A,N/A,Documentary,0,1,M,9.0
Les emotifs anonymes,tt1565958,2010,P,France,1,Tribecca Films,PG-13,Comedy,0,0,M,6.9
"Way, The",tt1441912,2010,F,Spain,0,Icon Entertainment,PG-13,Adventure,0,2,M,7.4
Hunter Prey,tt1270291,2010,F,USA,0,N/A,N/A,Sci-Fi,0,1,M,5.8
Flipped,tt0817177,2010,P,USA,0,Warner Bros. Pictures,PG,Comedy,0,1,M,7.7
Frankie and Alice,tt1221208,2010,P,Canada,2,Code Black Entertainment,R,Biography,2,4,M,6.5
I Am Love,tt1226236,2010,P,Italy,5,Magnolia Pictures,R,Drama,1,4,M,7.1
Green Zone,tt0947810,2010,F,UK,0,Universal Pictures,R,Action,0,1,M,6.8
"Other Guys, The",tt1386588,2010,F,USA,0,Columbia Pictures,PG-13,Action,0,2,M,6.7
"Tourist, The",tt1243957,2010,F,USA,1,Columbia Pictures,PG-13,Action,0,2,M,6.0
"Debt, The",tt1226753,2010,P,USA,0,Focus Features,R,Drama,1,2,M,6.9
Catfish,tt1584016,2010,F,USA,2,Universal Pictures/Rogue,PG-13,Documentary,0,0,M,7.1
"Corridor, The",tt1602617,2010,F,Canada,0,Unknown,NOT RATED,Drama,0,1,M,4.8
Sound of Noise,tt1278449,2010,F,Sweden,0,Magnolia Pictures,R,Comedy,0,0,M,7.2
Howl,tt1049402,2010,F,USA,0,Oscilloscope Pictures,R,Biography,0,2,M,6.8
Confessions (Kokuhaku),tt1590089,2010,P,Japan,3,Toho Company,NOT RATED,Drama,0,0,M,7.8
Alice in Wonderland,tt1014759,2010,P,USA,4,Walt Disney Pictures,PG,Adventure,1,1,M,6.5
Wrecked,tt1316622,2010,F,USA,0,IFC Midnight,R,Adventure,0,1,M,5.3
Dear John,tt0989757,2010,F,USA,0,Screen Gems/SONY PICTURES,PG-13,Drama,1,2,M,6.3
Chasing Legends,tt1996211,2010,F,USA,0,Gripped Films,N/A,Documentary,0,1,M,7.7
Percy Jackson &amp; the Olympians: The Lightning Thief,tt0814255,2010,P,UK,0,20th Century Fox,PG,Adventure,0,1,M,5.9
Temple Grandin,tt1278469,2010,P,USA,1,Aviator Films,TV-PG,Biography,1,1,M,8.3
Rare Exports,tt1401143,2010,F,Finland,0,Oscilloscope Pictures,R,Adventure,0,0,M,6.7
Predators,tt1424381,2010,F,USA,0,20th Century Fox,R,Action,0,3,M,6.4
Don&#39;t Be Afraid of the Dark,tt1270761,2010,P,USA,4,Miramax Films,R,Fantasy,0,3,M,5.6
Ca$h,tt1106860,2010,F,USA,0,Roadside Attractions,R,Comedy,0,1,M,6.0
30 Days of Night: Dark Days,tt1320304,2010,P,USA,2,SPE Acquisitions,R,Horror,0,4,M,4.4
"Shunning, The",tt1561770,2011,P,USA,3,Sony Pictures Home Entertainment,NOT RATED,Drama,0,1,M,6.3
"Loneliest Planet, The",tt1695405,2011,F,USA,0,IFC Films,NOT RATED,Thriller,1,0,F,5.5
Phase 7,tt1568816,2011,F,Argentina,1,Collective,R,Sci-Fi,0,0,M,5.9
French Immersion,tt1674692,2011,P,Canada,0,N/A,N/A,Comedy,0,2,M,5.1
Age of the Dragons,tt1594917,2011,F,USA,0,Metrodome Films,PG-13,Action,1,0,F,3.4
Midnight in Paris,tt1605783,2011,P,Spain,0,Sony Pictures Classics,PG-13,Comedy,0,0,M,7.7
Coup d&#39;&eacute;clat,tt1900856,2011,P,France,3,N/A,N/A,Crime,1,2,M,5.4
From Prada to Nada,tt0893412,2011,P,Mexico,0,Lionsgate Films,PG-13,Comedy,1,2,F,5.5
Perfect Sense,tt1439572,2011,P,UK,0,IFC Films,R,Drama,0,0,M,7.1
Au cul du loup,tt1669794,2011,P,France,0,N/A,N/A,Drama,0,1,M,6.1
Jiro Dreams of Sushi,tt1772925,2011,F,USA,0,Magnolia Pictures,PG,Documentary,0,0,M,7.9
"Peace, Love, &amp; Misunderstanding",tt1649780,2011,P,USA,3,IFC Films,R,Comedy,1,1,M,5.9
Le Skylab,tt1638350,2011,P,France,0,N/A,N/A,Comedy,1,0,F,6.4
Codependent Lesbian Space Alien Seeks Same,tt1762248,2011,P,USA,1,N/A,N/A,Comedy,1,0,F,6.1
"Tree of Life, The",tt0478304,2011,F,USA,0,Fox Searchlight,PG-13,Drama,0,1,M,6.8
Jane Eyre,tt1229822,2011,P,UK,1,Focus Features,PG-13,Drama,1,0,M,7.4
Kiss Me,tt1859522,2011,P,Sweden,3,Wolfe Releasing,NOT RATED,Drama,0,0,M,6.9
"Thing, The",tt0905372,2011,P,USA,0,Universal Pictures,R,Horror,0,2,M,6.2
Detention,tt1701990,2011,P,USA,0,IDP Distribution,R,Comedy,0,2,M,5.8
"Eagle, The",tt1034389,2011,F,UK,0,Focus Features,PG-13,Action,1,1,M,6.2
I Am Nasrine,tt1440118,2011,P,UK,0,N/A,N/A,Drama,0,0,M,6.3
Jin ling shi san chai,tt1410063,2011,P,China,2,Wrekin Hill Entertainment,R,Drama,0,0,M,7.6
"Innkeepers, The",tt1594562,2011,P,USA,0,Magnolia Pictures,R,Drama,0,0,M,5.5
Dream House,tt1462041,2011,P,USA,0,Universal Pictures,PG-13,Drama,0,1,M,6.0
Black Gold,tt1701210,2011,F,France,0,Image Entertainment,R,Action,0,0,M,6.7
"Raid: Redemption, The",tt1899353,2011,F,Indonesia,0,Sony Pictures Classics,R,Action,0,0,M,7.6
Winnie the Pooh,tt1449283,2011,F,USA,0,Walt Disney Pictures,G,Animation,1,4,M,7.3
Hysteria,tt1435513,2011,P,UK,0,Sony Pictures Classics,R,Comedy,0,5,F,6.7
"Sunset Limited, The",tt1510938,2011,F,USA,0,HBO,TV-MA,Drama,0,0,M,7.4
&Aacute; annan veg,tt2009643,2011,F,Iceland,0,N/A,NOT RATED,Comedy,0,0,M,6.7
Exit Humanity,tt1781812,2011,P,Canada,0,Bloody Disgusting,NOT RATED,Drama,0,1,M,5.3
Killer Elite,tt1448755,2011,F,UK,0,Open Road Films,R,Action,0,0,M,6.5
Circumstance,tt1684628,2011,P,France,1,Roadside Attractions,R,Drama,0,0,M,5.9
Detachment,tt1683526,2011,P,USA,0,Tribeca Films,NOT RATED,Drama,0,1,M,7.7
A torinoi lo,tt1316540,2011,F,Hungary,0,Cinema Guild,NOT RATED,Drama,0,0,M,7.8
I Don&#39;t Know How She Does It,tt1742650,2011,P,USA,1,The Weinstein Co.,PG-13,Comedy,1,0,M,4.9
Albatross,tt1541149,2011,P,UK,0,Sundance Selects,NOT RATED,Drama,0,0,M,6.4
Haywire,tt1506999,2011,F,Ireland,1,Relativity Media,R,Action,0,0,M,5.8
Last Call at the Oasis,tt2043900,2011,P,USA,0,IDP/ATO,PG-13,Documentary,1,1,F,7.5
11 Flowers,tt2042432,2011,P,China,0,First Run Features,NOT RATED,Drama,0,0,M,7.1
Mildred Pierce,tt1492030,2011,P,USA,2,,TV-MA,Drama,0,0,M,7.7
Ghost Rider: Spirit of Vengeance,tt1071875,2011,F,USA,0,Sony Pictures,PG-13,Action,0,4,M,4.3
"Mechanic, The",tt0472399,2011,F,USA,0,CBS Films,R,Action,0,3,M,6.6
Footloose,tt1068242,2011,P,USA,0,Paramount Studios,PG-13,Comedy,0,3,M,5.9
A Lonely Place to Die,tt1422136,2011,P,UK,2,IFC Films,R,Adventure,0,2,M,6.3
Atlas Shrugged: Part I,tt0480239,2011,P,USA,0,Rocky Mountain Pictures,PG-13,Drama,0,2,M,5.7
Butter,tt1349451,2011,P,USA,3,Weinstein Company,R,Comedy,0,1,M,6.2
Courageous,tt1630036,2011,P,USA,0,Sony Pictures,PG-13,Drama,0,2,M,7.0
Toutes nos envies,tt1942120,2011,P,France,3,Mars Films,N/A,Drama,0,2,M,6.8
Croczilla,tt2354196,2012,F,China,0,Screen Media Films,PG-13,Action,0,0,M,4.3
A Late Quartet,tt1226240,2012,P,USA,0,Entertainment One,R,Drama,0,1,M,7.1
Best Man Down,tt1885300,2012,P,USA,0,Magnolia Pictures,PG-13,Comedy,0,0,M,6.4
Barbara,tt2178941,2012,P,Germany,0,Adopt Films,PG-13,Drama,0,1,M,7.2
Safety Not Guaranteed,tt1862079,2012,P,USA,0,Film District,R,Comedy,0,1,M,7.0
"Hobbit: An Unexpected Journey, The",tt0903624,2012,F,USA,0,Warner Bros.,PG-13,Adventure,0,2,M,7.9
Black Rock,tt1930294,2012,P,USA,0,LD Entertainment,R,Horror,1,1,F,4.8
End of Watch,tt1855199,2012,P,USA,0,Open Road Films,R,Action,0,1,M,7.6
Big Miracle,tt1430615,2012,P,USA,0,Universal Pictures,PG,Biography,0,3,M,6.5
Compliance,tt1971352,2012,P,USA,0,Magnolia Pictures,R,Biography,0,1,M,6.4
Vattnet,tt2509008,2012,F,Netherlands,0,N/A,N/A,Short,0,1,M,6.5
"Occupants, The",tt1976633,2012,F,Australia,0,N/A,N/A,Short,0,3,M,6.4
"Making of a Lady, The",tt2293276,2012,P,UK,4,N/A,TV-PG,Drama,2,0,M,6.7
Travelling Salesman,tt1801123,2012,F,USA,0,N/A,N/A,Drama,0,2,M,6.0
"Door, The",tt1194577,2012,P,Hungary,2,FilmArt Kft.,N/A,Drama,1,0,M,6.5
Tim and Eric&#39;s Billion Dollar Movie,tt1855401,2012,F,USA,0,Magnolia Pictures,R,Comedy,0,3,M,5.4
Kon-Tiki,tt1613750,2012,F,UK,0,The Weinstein Company,PG-13,Adventure,0,0,M,7.2
Comes a Bright Day,tt1900854,2012,F,UK,0,Strand Releasing,NOT RATED,Drama,0,1,M,6.1
Die Wand,tt1745686,2012,F,Austria,3,Music Box Films,NOT RATED,Drama,0,1,M,6.8
"Swing, The",tt2504614,2012,P,Serbia,0,N/A,N/A,Adventure,3,0,F,
Violine,tt2249628,2012,F,Germany,0,N/A,N/A,Short,0,1,M,7.0
Bindlestiffs,tt2091243,2012,P,USA,0,Slamdance,R,Comedy,0,4,M,4.5
Out in the Dark,tt2318625,2012,F,Israel,0,Breaking Glass Pictures,N/A,Drama,0,2,M,7.5
Mine Games,tt1928337,2012,P,USA,0,Phase 4 Films,TV-14,Horror,0,5,M,5.4
Pitch Perfect,tt1981677,2012,P,USA,1,Universal Studios,PG-13,Comedy,0,0,M,7.2
Frankenweenie,tt1142977,2012,F,USA,0,Walt Disney Pictures,PG,Animation,0,2,M,7.0
Fat Kid Rules the World,tt1995304,2012,F,USA,0,Outsider Pictures,R,Comedy,0,2,M,6.5
Smashed,tt2063781,2012,P,USA,1,Sony Pictures Classics,R,Drama,1,1,M,6.8
2 Days in New York,tt1602472,2012,P,France,0,Magnolia Pictures,R,Comedy,3,0,F,6.0
Savages,tt1615065,2012,P,USA,0,Universal Pictures,R,Crime,0,2,M,6.5
"Grey, The",tt1601913,2012,F,USA,0,Open Road Films,R,Action,0,3,M,6.8
Sightseers,tt2023690,2012,P,UK,0,IFC Films,NOT RATED,Adventure,2,1,M,6.5
"For a Good Time, Call...",tt1996264,2012,P,USA,0,Focus Features,R,Comedy,2,0,F,6.0
Neighboring Sounds,tt2190367,2012,P,Brazil,0,Cinema Guild,UNRATED,Drama,0,0,M,7.1
Ko-ri-a,tt2328503,2012,P,South Korea,0,CJ Entertainment,N/A,Drama,0,0,M,7.2
Why Stop Now?,tt1853643,2012,P,USA,2,IFC Films,R,Comedy,0,0,M,5.6
Tango libre,tt2370034,2012,F,France,4,Artemis Productions,N/A,Drama,1,0,M,6.2
Girls Und Panzer,tt2294076,2012,P,Japan,3,,TV-14,Animation,0,0,M,7.5
Inch&#39;Allah,tt2336960,2012,P,Canada,1,Entertainment One,R,Drama,0,0,M,6.9
"Key and the Frame, The",tt2601160,2012,P,USA,0,N/A,N/A,Short,0,1,M,
Bullet to the Head,tt1308729,2012,F,USA,0,Warner Bros. Pictures,R,Action,1,3,M,5.7
Morgana,tt2318360,2012,P,Mexico,1,N/A,N/A,Horror,0,0,M,3.7
Act of Valor,tt1591479,2012,F,USA,0,Relativity Media,R,Action,0,0,M,6.5
Goodbye,tt1926992,2012,P,Iran,0,N/A,N/A,Drama,0,1,M,7.2
Dead Man&#39;s Burden,tt2094155,2012,F,USA,0,Cinedigm,NOT RATED,Drama,0,1,M,5.5
Tears of Steel,tt2285752,2012,F,Netherlands,0,N/A,N/A,Short,0,1,M,5.6
"Guilt Trip, The",tt1694020,2012,P,USA,1,Paramount Pictures,PG-13,Comedy,0,0,F,5.8
Bletchley Circle,tt2275990,2012,P,UK,1,,N/A,Crime,0,0,M,8.0
Warpaint,tt3100510,2012,F,USA,0,N/A,N/A,Short,0,0,M,6.9
Heruta sukeruta,tt2147319,2012,P,Japan,6,N/A,N/A,Drama,0,0,M,6.4
La Venus a la fourrure,tt2406252,2013,F,France,1,IFC Films,NOT RATED,Drama,0,3,M,7.2
Wadjda,tt2258858,2013,P,Saudi Arabia,4,Sony Pictures Classics,PG,Comedy,0,0,M,7.6
Jack the Giant Slayer,tt1351685,2013,F,USA,0,Warner Bros.,PG-13,Adventure,0,4,M,6.3
"Conjuring, The",tt1457767,2013,P,USA,0,Warner Bros. Pictures,R,Horror,0,1,M,7.5
Nymphomaniac: Volume 2,tt2382009,2013,P,Denmark,2,Magnolia Pictures,NOT RATED,Drama,0,0,M,6.7
Frozen,tt2294629,2013,P,USA,3,Walt Disney Pictures,PG,Animation,2,2,M,7.5
Beneath,tt2991296,2013,F,USA,0,IFC Films,UNRATED,Adventure,0,2,M,5.5
Vivir es facil con los ojos cerrados,tt2896036,2013,F,Spain,0,Outsider Pictures,NOT RATED,Comedy,0,1,M,7.1
Ronny,tt2831440,2013,F,USA,0,N/A,NOT RATED,Short,0,2,M,6.5
Wetlands,tt2524674,2013,P,Germany,2,Strand Releasing,NOT RATED,Comedy,1,1,M,5.8
"Truth About Emanuel, The",tt1838520,2013,P,USA,4,Tribeca Films. Well Go USA,NOT RATED,Drama,3,0,F,6.0
Very Good Girls,tt1931602,2013,P,USA,0,Well Go USA,R,Drama,1,0,F,6.0
Coherence,tt2866360,2013,P,USA,0,Oscilloscope Pictures,NOT RATED,Horror,0,3,M,7.2
La jaula de oro,tt2042583,2013,F,Mexico,0,N/A,NOT RATED,Drama,0,2,M,7.7
A Field in England,tt2375574,2013,F,UK,0,Drafthouse Films,NOT RATED,Drama,1,0,M,6.3
Ang&eacute;lique,tt2776074,2013,P,France,4,N/A,N/A,Adventure,3,1,F,6.1
In Fear,tt2165859,2013,F,UK,0,Anchor Bay/Freestyle Releasing,R,Horror,0,2,M,5.5
Words and Pictures,tt2380331,2013,P,USA,0,Roadside Attractions,PG-13,Comedy,0,1,M,6.6
Hansel and Gretel Get Baked,tt2081194,2013,P,USA,4,Tribeca Films,TV-MA,Comedy,0,1,M,4.3
Sunshine on Leith,tt2481198,2013,P,UK,0,Orion Releasing LLC.,PG,Comedy,0,2,M,6.6
In a World...,tt2294677,2013,P,USA,1,Roadside Attractions,R,Comedy,0,0,M,6.7
Les Reines du Ring (English: Wrestling Queens),tt2330546,2013,P,France,1,N/A,NOT RATED,Comedy,1,4,M,5.5
"Day of the Doctor, The",tt2779318,2013,P,UK,0,,N/A,Adventure,0,3,M,9.4
"Congress, The",tt1821641,2013,P,Israel,3,Drafthouse Films,NOT RATED,Animation,0,1,M,6.5
Another Me,tt1816608,2013,P,UK,4,20th Century Fox,PG-13,Mystery,1,0,F,4.7
Are You Here,tt1545754,2013,P,USA,0,Millenium Entertainment,R,Comedy,0,1,M,5.3
Carrie,tt1939659,2013,P,USA,6,Sony Pictures,R,Drama,0,3,F,5.9
"Railway Man, The",tt2058107,2013,F,Switzerland,0,The Weinstein Company,R,Biography,0,3,M,7.1
Karlek deluxe,tt2792728,2013,P,Sweden,1,Eyeworks,N/A,Comedy,1,0,F,4.2
All is Lost,tt2017038,2013,F,USA,0,Lionsgate/Roadside Attractions,PG-13,Action,0,0,M,6.9
I Give it a Year,tt2244901,2013,P,UK,0,Magnolia Pictures,R,Comedy,0,0,M,5.7
Riddick,tt1411250,2013,F,USA,0,Universal Classics,R,Action,0,1,M,6.4
"Zero Theorem, The",tt2333804,2013,F,UK,0,Amplify Releasing,R,Comedy,0,1,M,6.1
Lost Angel,tt2796584,2013,F,USA,0,N/A,N/A,Short,0,2,M,5.0
Christmas in the City,tt3015110,2013,P,Canada,3,N/A,TV-PG,Drama,1,0,M,6.0
Nashorn im Galopp,tt2656122,2013,F,Germany,0,N/A,N/A,Animation,0,2,M,7.8
Dead Man Down,tt2101341,2013,P,USA,1,FilmDistrict,R,Action,0,0,M,6.5
"Boy and the World, The",tt3183630,2013,F,Brazil,0,GKIDS,PG,Animation,0,0,M,7.6
Admission,tt1814621,2013,P,USA,2,Focus Features,PG-13,Comedy,1,1,M,5.7
V/H/S/2,tt2450186,2013,P,USA,0,Magnet Releasing,R,Horror,1,4,M,6.1
Cutie and the Boxer,tt2355540,2013,F,USA,4,Radius,R,Documentary,0,1,M,7.2
Locke,tt2692904,2013,F,UK,0,A24 Films,R,Drama,0,1,M,7.1
Patema Inverted,tt2981768,2013,F,Japan,1,GKIDS,NOT RATED,Animation,0,1,M,7.4
Wastelands,tt2795478,2013,F,Netherlands,0,N/A,N/A,Short,0,1,M,6.0
Is the Man Who Is Tall Happy?,tt1817287,2013,F,France,0,IFC Films,NOT RATED,Documentary,0,0,M,7.1
Frankenstein&#39;s Army,tt1925435,2013,F,Netherlands,0,MPI Media Group,R,Horror,0,5,M,5.3
"Tale of The Princess Kaguya, The",tt2576852,2013,P,Japan,6,GKIDS,PG,Animation,0,0,M,8.1
"Expendables 3, The",tt2333784,2014,F,USA,0,Lionsgate Pictures,PG-13,Action,0,0,M,6.1
Moms&#39; Night Out,tt3014666,2014,P,USA,1,TriStar Pictures,PG,Comedy,1,1,M,5.5
Under the Skin,tt1441395,2014,F,Switzerland,2,A24,R,Drama,0,2,M,6.3
Lugen,tt2618500,2014,P,Germany,0,N/A,N/A,Comedy,1,0,F,4.8
"Monuments Men, The",tt2177771,2014,F,USA,0,Sony Pictures,PG-13,Comedy,0,3,M,6.1
"Two Days, One NIght",tt2737050,2014,P,Belgium,5,IFC Films,PG-13,Drama,0,0,M,7.4
Treehouse,tt1791681,2014,P,UK,0,Uncorkd Entertainment,N/A,Horror,0,2,M,3.9
Happy Christmas,tt2955096,2014,P,USA,3,Magnolia Pictures,R,Comedy,0,1,M,5.5
Ardor,tt1384925,2014,F,Argentina,1,Participant Media,R,Drama,0,1,M,5.1
Maps to the Stars,tt2172584,2014,P,Canada,0,Focus Features,R,Comedy,0,1,M,6.2
Starving in Suburbia,tt3257692,2014,P,USA,1,Indy Entertainment,TV-14,Biography,1,0,F,6.2
&#39;71,tt2614684,2014,F,UK,0,Roadside Attractions,R,Action,0,1,M,7.2
Lizzie Borden Took An Ax,tt3118958,2014,P,USA,1,Sony Pictures Entertainment,TV-14,Crime,0,1,M,5.8
Creep,tt2428170,2014,F,USA,0,Radius-TWC,R,Horror,0,2,M,6.3
Big Game,tt2088003,2014,F,UK,0,EuropaCorp,PG-13,Action,0,0,M,5.4
Near Death Experience,tt3800012,2014,F,France,0,N/A,N/A,Comedy,0,0,M,5.8
Aloft,tt2494384,2014,P,Spain,2,Sony Pictures Classics,R,Drama,1,0,F,5.3
I Call It Love,tt4211680,2014,F,Lebanon,0,Rajshri Media,N/A,Short,0,0,M,
"Lookalike, The",tt2497980,2014,P,USA,0,Well Go USA,NOT RATED,Crime,0,0,M,5.4
Brick Mansions,tt1430612,2014,P,France,0,Relativity Media,PG-13,Action,1,1,F,5.7
Queen,tt3322420,2014,P,India,2,Viva Entertainment,NOT RATED,Comedy,0,0,M,8.3
Effie Gray,tt1605798,2014,P,UK,0,Adopt Films,PG-13,Biography,1,0,M,5.9
Le Paradis,tt3971202,2014,F,France,0,N/A,N/A,N/A,0,0,M,6.4
Der kleine Drache Kokosnuss,tt3726220,2014,F,Germany,0,N/A,TV-G,Animation,0,1,M,4.7
Frozen in Time,tt4150316,2014,F,USA,0,N/A,G,Animation,1,0,M,6.0
Life Partners,tt2870808,2014,P,USA,0,Magnolia Pictures,R,Comedy,0,0,M,6.2
Let&#39;s Be Cops,tt1924435,2014,F,USA,0,20th Century Fox,R,Comedy,0,2,M,6.5
Mega Shark vs. Mecha Shark,tt3152098,2014,P,USA,0,Warner Home Video,NOT RATED,Action,0,1,M,2.6
Neighbors,tt2004420,2014,P,USA,0,Universal Pictures,R,Comedy,0,2,M,6.3
Still Alice,tt3316960,2014,P,USA,2,Sony Pictures Classics,PG-13,Drama,1,1,M,7.5
"Ich seh, Ich seh",tt3086442,2014,F,Austria,3,Radius-TWC,R,Horror,0,0,M,6.7
Mange tes morts,tt3720802,2014,F,France,0,Capricci Films,PG-13,Drama,0,1,M,6.5
Feher isten,tt2844798,2014,P,Hungary,4,Magnolia Pictures,R,Drama,0,0,M,6.9
Penguins of Madagascar,tt1911658,2014,F,USA,0,DreamWorks Animation,PG,Animation,0,7,M,6.7
Appropriate Behavior,tt3077108,2014,P,UK,2,Gravitas Ventures,NOT RATED,Comedy,1,0,F,6.6
Lavalantula,tt4060576,2015,P,USA,0,Cinetel Films,TV-14,Action,1,2,M,4.7
Les ogres,tt4466872,2015,P,France,0,N/A,N/A,Drama,1,1,M,7.1
Harter Brocken,tt3981858,2015,P,Germany,1,N/A,N/A,Crime,0,0,M,6.8
"Peanuts Movie, The",tt2452042,2015,P,USA,0,20th Century Fox,G,Animation,0,4,M,7.1
La Passion d&#39;Augustine,tt4392438,2015,P,Canada,2,N/A,N/A,Drama,2,0,M,7.3
Victor Frankenstein,tt1976009,2015,F,UK,0,Eclectic Pictures,PG-13,Drama,1,2,M,6.0
"Second Best Exotic Marigold Hotel, The",tt2555736,2015,P,UK,0,20th Century Fox,PG,Comedy,0,1,M,6.6
Invisible Sister,tt4420110,2015,P,USA,1,Disney Channel,TV-G,Adventure,2,2,M,6.3
"Meddler, The",tt4501454,2015,P,USA,3,N/A,PG-13,Comedy,0,0,M,6.3
"Lazarus Effect, The",tt2918436,2015,P,USA,0,N/A,PG-13,Horror,0,2,M,5.2
Emelie,tt4503598,2015,P,USA,1,Uncorked Productions,NOT RATED,Horror,0,3,M,5.4
AfterDeath,tt2710826,2015,P,UK,0,Acheron Films,N/A,Horror,0,2,M,4.0
brothers of the wind,tt3532278,2015,F,Austria,0,Epic Pictures,N/A,Adventure,0,1,M,6.8
